project_id,project_name,project_path
45410069-e58f-4214-a22d-54579b8501b7,bragggf-testcase,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bragggf-testcase/
a4d054f6-0b62-48d6-a9e0-af94b0f75aa5,tokiha0s-2014GameProject,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/tokiha0s-2014GameProject/
a18aa329-1ff8-4458-9dd0-4ed0d54844fd,ascent95-Uni,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/ascent95-Uni/
cfe3c3c7-79cf-49ae-a14a-7e2740e322eb,nathaliasantos-desafio3,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/nathaliasantos-desafio3/
b8133cb2-0e41-468b-b85d-54f11a527a0b,xndingo-Melqart,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/xndingo-Melqart/
6de59384-daed-4838-ab53-0a4f9db5c90b,ag3859-computer-graphics,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/ag3859-computer-graphics/
906abd61-b7a4-4ab6-9f72-38ceff674620,digitalstain-BigDataImport,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/digitalstain-BigDataImport/
5fbcfde7-0018-44fc-a5d0-f4ded035454b,gasproni-joker,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/gasproni-joker/
6e440c8f-99e1-4f20-b00a-9bebe0e18fec,jamlong-abctech-pulsimport,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/jamlong-abctech-pulsimport/
265bee2a-557c-4114-9a5d-9f97c86f86a2,GCVSoftwareEng-VokabeltrainerRepository,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/GCVSoftwareEng-VokabeltrainerRepository/
1b557c80-f4a0-46ed-91a8-efd9b0117144,mduffenais-FPOSS,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/mduffenais-FPOSS/
817225c1-ee93-439a-b8c7-16bfaaea1573,jcvl92-Show-Tracker,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/jcvl92-Show-Tracker/
ca10d166-ee90-4eab-8637-75b2a5b4ee45,RevaArora-Tutorials,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/RevaArora-Tutorials/
dc2c9215-0fb5-4d13-8763-b536f7b2eed4,jurem-VisitorFun,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/jurem-VisitorFun/
99adacc2-f213-4dee-a1e3-4b8f38ed07f3,and3k5-Matador,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/and3k5-Matador/
cb2346a4-b7eb-453e-bd3e-c0008321d83e,KraiZeur-library,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/KraiZeur-library/
be03be65-d797-48c0-b9a8-81e89e9ab529,cororok-dynamic-query,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/cororok-dynamic-query/
1a06bfe7-69ef-4693-a686-32cba2714c9d,lindaw16-Battlecode2014,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/lindaw16-Battlecode2014/
34d39fba-0cfe-4b2d-8932-a8a28ab2bf0a,JianbaoTao-coding-problems,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/JianbaoTao-coding-problems/
497dce42-003f-4565-8195-c2453a1baa93,Azael05x-Prog,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/Azael05x-Prog/
c18f16e2-7850-4757-89a2-7f38145ef868,mpatron-dbimp,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/mpatron-dbimp/
113c5414-6c55-466b-b879-a350ab6e0ca2,apepers-599-roguelike,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/apepers-599-roguelike/
ad0a2aad-9ad8-443c-832f-88b9f64460ed,FRC4814-AerialAssist,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/FRC4814-AerialAssist/
d217bc73-0079-4894-9018-0c4457f9086b,damienlsq-ziwei,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/damienlsq-ziwei/
1bc80630-8262-4e6f-bb4d-e75e037d8941,yadarts-yadarts,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/yadarts-yadarts/
41cc1b1e-dcde-4b50-b6ec-86de8ffd1400,SpareRips-Productions-Mensch-aergere-dich-nicht,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/SpareRips-Productions-Mensch-aergere-dich-nicht/
7ba08db6-41aa-40b7-bef0-5a067a931e64,clubcapra-SmartMotorLib,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/clubcapra-SmartMotorLib/
5d047760-534a-43c8-bee0-796119262d8d,ChicoSystems-Space-Game,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/ChicoSystems-Space-Game/
1009e5b6-4e1e-452b-8590-c55ea38dd88e,taolei87-SRLParser,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/taolei87-SRLParser/
7065aa7c-27ae-48fb-a30f-9d481937337a,mcintyret-rdbmstm,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/mcintyret-rdbmstm/
dd6f6b5f-1f2a-4e44-879d-706467bb87dd,facundoduran-Java,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/facundoduran-Java/
f7da0b3f-c9ae-43cb-8510-b0ca4cac7267,liu3tao-LeetCode_Java,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/liu3tao-LeetCode_Java/
0e6e2fd7-b4b2-4884-905d-c7501a01e34a,ZhaoX-LeetCodeAnswers,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/ZhaoX-LeetCodeAnswers/
ecc45d77-738e-4e01-9f4e-3e96b3ceffe1,TareaProgramada1-Codigo,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/TareaProgramada1-Codigo/
5a611262-5027-47cb-b549-9358038aaba3,fishdev-JImageViewer,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/fishdev-JImageViewer/
e60af5e0-deeb-40bb-8fad-254c1c7f6bc5,taozeyu-orange,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/taozeyu-orange/
a35150ba-cb53-4d26-9dcc-de3117c048bf,zear-fled,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/zear-fled/
abc16f4c-7bc0-4578-b77e-5ef4a1bc5960,SuleymanovTat-git-java,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/SuleymanovTat-git-java/
70d12cd0-546d-407c-b5bc-317671f53c3d,decamp-fontflinger,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/decamp-fontflinger/
c9e5f9e6-582c-413b-9294-4abafa82c432,Krasnyanskiy-pattern-example-for-java,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/Krasnyanskiy-pattern-example-for-java/
f96f7da1-40ae-41ba-99c0-f0e2b024f4ec,praseodym-javacardsign,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/praseodym-javacardsign/
cb4e19cb-11d0-47de-9bd3-e58bfcb08510,lukaszog-Java_magazine,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/lukaszog-Java_magazine/
54cd0b33-acea-45c2-9ab4-96239f6eeb79,AndersonMAaron-FrolfBuddy,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/AndersonMAaron-FrolfBuddy/
5166050b-583e-46c4-9a7d-902ec59c5697,Beanstream-DRWP-beanstream-java,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/Beanstream-DRWP-beanstream-java/
5b303b22-4307-4817-bad5-fb3ad1c1f8d1,ltpangmao-TLSRAF,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/ltpangmao-TLSRAF/
7267cf89-37ae-4ff3-b180-d6891ac32124,dimipan-Java_SimpleProblems,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/dimipan-Java_SimpleProblems/
e7e1c396-24ad-4c77-943b-43504a86cf5f,nowhatever-spittr,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/nowhatever-spittr/
397f2114-dc57-4b1b-9a29-c9c6b4f78a3d,haroldogtf-programebrincando,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/haroldogtf-programebrincando/
0c6e88f6-a29c-479c-8709-1f8ebbda9b14,KeviinSoto-Inventario-Farmacia,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/KeviinSoto-Inventario-Farmacia/
bfe9cbf4-fdde-4864-89ab-7187bf6082bc,lale87-iaa,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/lale87-iaa/
1be4e093-cf06-4132-9c81-ad2e9ec565fe,palaniappa-TinyUrlApp,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/palaniappa-TinyUrlApp/
5438942c-2bad-445c-846d-182a95ba2320,basketcased-bc,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/basketcased-bc/
3004f50f-bd66-4d8a-b16f-97dc2a28a5f6,DreamOval-mytxtbuddy-java-connector,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/DreamOval-mytxtbuddy-java-connector/
b1999ab8-8efa-4691-abd9-b87f6946f88f,macvek-Tanks10,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/macvek-Tanks10/
3e6351b4-1eef-4504-b9ec-bccf9fed969f,johwic-OOPK-Project,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/johwic-OOPK-Project/
e14e43a7-8f0f-46c5-bd39-03c21dd83fdd,dvenis-sm-printer,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/dvenis-sm-printer/
eaaac282-1be0-4acc-8fe7-08738d5c6462,rkomara-eveminerals,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/rkomara-eveminerals/
37f83be3-e20c-4c65-a21c-07be4a4b77e3,Nestman-Trevor-snakeWithPartner,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/Nestman-Trevor-snakeWithPartner/
de9d3e72-4419-4d6f-9da6-320626fd29ec,blinkawan-Sms-Broadcaster-KKN,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/blinkawan-Sms-Broadcaster-KKN/
677c2652-9044-40b0-80e2-b5de62bb5137,bourgesl-marlin-renderer,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/bourgesl-marlin-renderer/
3d49660e-a78c-486c-97d5-dc4b4b59b533,owenkx-DataStructuresProject2,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/owenkx-DataStructuresProject2/
caf27ab3-0d7e-42bb-9020-9f58c9604df0,agent-P-LCARS-Framework,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/agent-P-LCARS-Framework/
dbddcc6e-7cfc-4ff0-a05d-4d6574dbdc7c,mooman219-CSC225,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/mooman219-CSC225/
e8ea9bb5-348e-42e7-9f23-9b5b5f505590,moodpo-Ordering,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/moodpo-Ordering/
4fdca14a-8590-4216-aa85-5842cd06154c,lrlucena-While,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/lrlucena-While/
a110a0f6-6abe-4265-83ee-d4aa065478c1,jam08060-Beethoven,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/jam08060-Beethoven/
d4873d0b-fb84-4ea3-87ee-f6e22c65d8b5,Ooouch1-FlapPatternEnumeration,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/Ooouch1-FlapPatternEnumeration/
74b15cd6-5c49-427f-83a0-82b3504802db,syrotkin-practice,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/syrotkin-practice/
925d0f42-840c-4fef-b2e8-4f31f18276a5,JaapManenschijn-SecurityTopics,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/JaapManenschijn-SecurityTopics/
a7c27941-f0ec-4e16-b29c-0b361fd98561,Mrez95-ScarletNight,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/Mrez95-ScarletNight/
78838787-ae4b-4c4a-985e-fb520120428b,luoyan35714-BeyondTool,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/luoyan35714-BeyondTool/
4526ce95-228f-4bcb-bc76-2fdca6ff5702,aaronOjembarrena-ligaBBVA,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/aaronOjembarrena-ligaBBVA/
e23a14ed-58fe-4876-ad96-b3838a2fcace,jamesbest135-Euler2,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/jamesbest135-Euler2/
0a4ca423-774e-4648-9a00-98a0346992be,chrischristo-javax-se,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/chrischristo-javax-se/
b61d6017-337e-4ccd-b964-a6b5e3d0cb20,hacos-AdvancedWars,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/hacos-AdvancedWars/
2170437a-9f53-47a2-b3cb-257eca2eb4ab,NinchuKyo-TTS,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/NinchuKyo-TTS/
09478113-8f39-4146-870b-8037a6932443,misterdanb-interstellar,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/misterdanb-interstellar/
7b10f06b-338c-44c3-8e01-b40eb98395b8,comco-ExactCover,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/comco-ExactCover/
a23fb29c-5401-484a-baa3-3147a665e21d,Spencer-Guertler-Jworkspace,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/Spencer-Guertler-Jworkspace/
789d219f-7383-4fa6-b72d-81f8985229f6,Gneiting-Jesse-CIT260Sec5Connect4,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/Gneiting-Jesse-CIT260Sec5Connect4/
38ed5e2e-bfac-4cc9-94e0-5ee38dabb0ca,slburson-fset-java,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/slburson-fset-java/
a322aae4-fd86-453f-b136-f3d656c8c036,richard-julien-gircos,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/richard-julien-gircos/
da32f7c4-1204-4fad-a42c-3896f1609e9f,mike011-Questions,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/mike011-Questions/
c3b6aeb3-8059-4c68-b483-a6d83bde8950,MWeigert-Vectron,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/MWeigert-Vectron/
9a10796a-be96-44a2-a26d-b248658d4500,Eduardo-Ortega102-Minesweeper2,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/Eduardo-Ortega102-Minesweeper2/
2b47afd2-e364-48cd-b579-ac8a3ea07d91,fredyw-filerenamer,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/fredyw-filerenamer/
ca1cc5cf-8c43-4e41-9c5f-20edaba4919e,Shu1110-exercise,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/Shu1110-exercise/
45072d5a-7fdd-4e1e-8e66-1c2055e2845e,Grow-Dawn-260,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/Grow-Dawn-260/
a157d7c8-97fb-4d43-a174-5bbee16e668d,govorovsky-tp_2014_02_java_govorovsky,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/govorovsky-tp_2014_02_java_govorovsky/
479ba006-a13f-4b29-b332-d77b853d99b8,Florry-webshopProject,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/Florry-webshopProject/
9b6473c4-544c-4d49-9483-5f4f53a2769b,holyhope-bomberman,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/holyhope-bomberman/
bdabe3f3-efd4-47a5-9627-6e18131ba22d,itaiag-jsystem-bean-provider,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/itaiag-jsystem-bean-provider/
fd4c6841-c0d6-4fba-a8b8-a295316227ab,boussad-m2gl-EVC,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/boussad-m2gl-EVC/
7bb6e580-dcd8-4ee1-8cd0-36a5f66d0471,stuka120-E-Framework,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/stuka120-E-Framework/
045c9602-1af3-497c-b8cd-2e449d2f2915,cocagolau-Dec7_Study_Pattern_Headfirst,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/cocagolau-Dec7_Study_Pattern_Headfirst/
df04292f-35d9-44d4-90cf-0d53469d6efd,PeterStayPool-ips_dev,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/PeterStayPool-ips_dev/
eac7db55-f1c9-4e74-95f6-9c62d4d48b4c,kongbinghit-EMO,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/kongbinghit-EMO/
a4c68a60-241d-4ccc-bb34-58eb273247fe,dkandalov-vcs-reader,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/dkandalov-vcs-reader/
33a4da69-3c87-4617-ac37-92c20f86f62c,HarryTornado-Simu2,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/HarryTornado-Simu2/
92951106-a87f-4e0c-9019-4852bf22d1be,rodrigoalvesvieira-algorithms,/Volumes/KCORP-4TB/50PLUS_DATASET/projects/rodrigoalvesvieira-algorithms/
